[2019-04-16T16:00:23.568Z]	<achughes>	present+
[2019-04-16T16:01:21.518Z]	<rhiaro>	present+
[2019-04-16T16:01:31.573Z]	<rhiaro>	voip: 0035 is rhiaro
[2019-04-16T16:01:58.349Z]	<kimhd>	present+
[2019-04-16T16:02:09.670Z]	<heathervescent>	present+
[2019-04-16T16:02:11.697Z]	<manu>	scribe: manu
[2019-04-16T16:02:19.230Z]	<ChristopherA>	present+
[2019-04-16T16:02:25.622Z]	<markus_sabadello>	present+ markus_sabadello
[2019-04-16T16:02:26.623Z]	<Karn>	present+
[2019-04-16T16:02:31.913Z]	<vaughan>	present+
[2019-04-16T16:02:55.334Z]	<JoeAndrieu>	present+ Joe_Andrieu
[2019-04-16T16:02:58.993Z]	<yancy>	present+
[2019-04-16T16:03:20.543Z]	<manu>	kimhd: We have our usual starting items... will spend most of the call doing a follow up on survey results, didn't have enough time for it... if we get through that, we should do code of conduct.
[2019-04-16T16:03:23.507Z]	<kimhd>	Agenda: https://lists.w3.org/Archives/Public/public-credentials/2019Apr/0076.html
[2019-04-16T16:03:31.073Z]	<manu>	present+
[2019-04-16T16:03:41.171Z]	<Lionel_Wolberger>	present+
[2019-04-16T16:03:49.262Z]	<manu>	kimhd: IP Note -- anyone can participate, if you haven't agreed to groups IP policy, don't say anything important. :)
[2019-04-16T16:03:51.369Z]	<kimhd>	https://w3c-ccg.github.io/meetings/
[2019-04-16T16:03:57.600Z]	<manu>	kimhd: We keep meeting minutes there ^^^
[2019-04-16T16:04:04.609Z]	<heathervescent>	Kim: I have the survey results links & have prepped a zoom screenshare if people want to dig into the results. There were questions about the details of the results last time we discussed.
[2019-04-16T16:04:04.671Z]	<manu>	kimhd: use IRC to queue people, take minutes, etc.
[2019-04-16T16:04:14.111Z]	<manu>	kimhd: All attendees should type: present+
[2019-04-16T16:04:15.214Z]	<lparker>	present+
[2019-04-16T16:04:20.345Z]	<drummond>	present+
[2019-04-16T16:04:20.900Z]	<TallTed>	present+
[2019-04-16T16:04:44.117Z]	<manu>	kimhd: to add yourself to the queue: q+ DID spec needs better SEO
[2019-04-16T16:04:59.141Z]	<drummond>	voip: connections?
[2019-04-16T16:05:09.666Z]	<manu>	Topic: Introductions / Reintroductions
[2019-04-16T16:05:19.878Z]	<drummond>	voip: 040 is drummond
[2019-04-16T16:05:37.793Z]	<Justin_R>	present+
[2019-04-16T16:05:49.428Z]	<ken>	present+
[2019-04-16T16:05:57.779Z]	<manu>	fr33domlover: Hi, Michael Hawkins joining for the first time -- looking to build a DID wallet, interested in that side of things.
[2019-04-16T16:07:01.022Z]	<manu>	lucas: Hi, Lucas Parker - work with Kim at Learning Machine, Senior Engineer over there.
[2019-04-16T16:07:06.931Z]	<brentZ>	present+ Brent_Zundel
[2019-04-16T16:07:09.653Z]	<Justin_R>	fwiw I'm having trouble connecting to the SIP bridge
[2019-04-16T16:07:18.666Z]	<kimhd>	Topic: Annoucements and Reminders
[2019-04-16T16:07:19.569Z]	<kimhd>	https://w3c-ccg.github.io/announcements/
[2019-04-16T16:07:29.866Z]	<kimhd>	https://zoom.us/j/7077077007
[2019-04-16T16:07:32.966Z]	<MosesMa>	present+
[2019-04-16T16:07:35.865Z]	<manu>	voip: number?
[2019-04-16T16:07:46.894Z]	<Justin_R>	@manu not a firewall issue on my end
[2019-04-16T16:07:48.821Z]	<kimhd>	1-2PM PT / 20:00-21:00 UTC.
[2019-04-16T16:07:55.618Z]	<manu>	kimhd: DID calls happening 1pm-2pm time on Thursdays.
[2019-04-16T16:08:04.481Z]	<kimhd>	https://www.internetidentityworkshop.com
[2019-04-16T16:08:07.251Z]	<manu>	kimhd: IIW is coming up soon
[2019-04-16T16:08:07.714Z]	<Justin_R>	you say "expensive" as if long-distance phone calls are still a thing
[2019-04-16T16:08:08.591Z]	<markus_sabadello>	DID Spec and DID Resolution Spec Weekly Meeting Page: https://docs.google.com/document/d/1qYBaXQMUoB86Alquu7WBtWOxsS8SMhp1fioYKEGCabE/
[2019-04-16T16:08:30.038Z]	<manu>	kimhd: There is a Decentralized Identity Hackathon happening... SSI Interop proof of concept. Kaliya, given that IIW is coming up -- anything you want to add?
[2019-04-16T16:09:11.280Z]	<manu>	Kaliya: We got more space at the museum, we were growing, if you want to come and you want a discount, reach out to me.
[2019-04-16T16:09:21.760Z]	<kimhd>	Topic: Action Items
[2019-04-16T16:09:22.686Z]	<kimhd>	https://github.com/w3c-ccg/community/issues?q=is%3Aopen+is%3Aissue+label%3A%22action%3A+review+next%22
[2019-04-16T16:09:39.610Z]	<manu>	dmitriz: About the DID call... for CCG Work Items, like a new DID Method, would the place to discuss it be the DID calls or here?
[2019-04-16T16:10:07.965Z]	<manu>	kimhd: It would be this call - saw your email - will talk about it next call - give 5-10 minutes to discuss it. Should have mentioned that in the thread, but would talk about it here first.
[2019-04-16T16:10:13.254Z]	<manu>	kimhd: Did you open a github issue on that?
[2019-04-16T16:10:17.521Z]	<manu>	dmitriz: Yes, did that.
[2019-04-16T16:10:30.748Z]	<manu>	q+ to add agenda item for next week.
[2019-04-16T16:10:49.974Z]	<kimhd>	https://github.com/w3c-ccg/community/issues/60
[2019-04-16T16:12:16.282Z]	<Justin_R>	I'm on now fwiw 🤷‍♀️
[2019-04-16T16:13:29.500Z]	<jonathan_holt>	present+ jonathan_holt
[2019-04-16T16:13:44.343Z]	<manu>	manu: We're working on it - tripling bandwidth...
[2019-04-16T16:13:47.221Z]	<kimhd>	ack manu
[2019-04-16T16:13:49.661Z]	<manu>	kimhd: sounds good.
[2019-04-16T16:14:06.023Z]	<manu>	https://github.com/w3c-ccg/did-wg-charter/issues/
[2019-04-16T16:15:20.205Z]	<manu>	manu: Just wanted to draw people's attention to the issues raised on the DID specifcation.
[2019-04-16T16:15:56.820Z]	<manu>	kimhd says something amazing (scribe missed it)
[2019-04-16T16:16:33.173Z]	<manu>	kimhd: uPort deprecated, Dominode isn't responding... we should change this to be associated with DID Method Registry.
[2019-04-16T16:17:10.306Z]	<kimhd>	q?
[2019-04-16T16:17:11.465Z]	<manu>	kimhd: We might only have one that is status unknown... how do we track things that are deprecated? I think I opened an issue on DID Method registry, so we should deal w/ that there. Should close this item after Chairs discuss at the end of the week. Any comments/concerns?
[2019-04-16T16:17:14.911Z]	<manu>	manu: +1 to that approach.
[2019-04-16T16:17:42.733Z]	<kimhd>	https://github.com/w3c-ccg/community/issues/56
[2019-04-16T16:17:47.125Z]	<manu>	kimhd: LD Key Format registry administrivia...
[2019-04-16T16:18:26.040Z]	<manu>	kimhd: Manu said We need to extend that registry to also suggest key formats, which are naturally a part of each cryptosuite specification.
[2019-04-16T16:19:08.648Z]	<manu>	dmitriz: No updates, manu?
[2019-04-16T16:19:27.350Z]	<manu>	kimhd: I'll move this to LD Cryptosuite Registry as an issue.
[2019-04-16T16:19:55.505Z]	<manu>	kimhd: JWK cryptosuite specifications
[2019-04-16T16:20:33.873Z]	<manu>	kimhd: We need someone from DIF to be assigned to be lead on this... dmitri included a link to JWT task force call... Oliver did some updates on Verifiable Credentials spec about this... any of this touched on in there? Anyone have any comments on this issue?
[2019-04-16T16:20:36.339Z]	<kimhd>	https://github.com/w3c-ccg/community/issues/18
[2019-04-16T16:20:43.120Z]	<manu>	q+ ChristopherA
[2019-04-16T16:20:49.846Z]	<manu>	ack ChristopherA
[2019-04-16T16:20:52.431Z]	<kimhd>	ack ChristopherA
[2019-04-16T16:21:40.340Z]	<manu>	ChristopherA: One of my main concerns here is that there is a lot of push to have this support, but I'm also not seeing a spec in the broader sense. It's being talked about in the Verifiable Claims WG, and the issues about doing this, but there isn't really the equivalent for the CCG for signing other things like DIDs, etc.
[2019-04-16T16:21:54.602Z]	<manu>	ChristopherA: If this is something people are saying "we have to support" I'd like to see a spec for it in the CCG.
[2019-04-16T16:22:18.601Z]	<manu>	kimhd: I think we need to find an owner for this.
[2019-04-16T16:22:34.530Z]	<manu>	Topic: Survey Results
[2019-04-16T16:23:13.726Z]	<manu>	kimhd: Heather and Karn are going to be leading this... perhaps we should do a quick review of what we covered. We didn't make it through entire document w/ results overview... please continue through that and perhaps go in depth for anything you felt rushed through last week.
[2019-04-16T16:23:34.323Z]	<manu>	kimhd: We were interested if you were able to or give additional details around engagement, specifically. Perhaps some questions about that?
[2019-04-16T16:23:50.591Z]	<manu>	kimhd: We don't want to provide any PII as a part of the survey results... just cover anything relevant that you feel is appropriate.
[2019-04-16T16:24:13.771Z]	<manu>	kimhd: How we can go about getting suggestions from the community, that's great, but not in scope for this work item... that's why you should feel free for whatever flow you feel is appropriate.
[2019-04-16T16:24:54.094Z]	<manu>	kimhd: after you've been able to review survey results, I'd like to have a community discussion about next steps -- things we can do to improve engagement, address problems around perceptions (overly technical, etc.), anything along those lines... suggestions on how we can improve things.
[2019-04-16T16:25:07.960Z]	<manu>	kimhd: Heather and Karn, over to you.
[2019-04-16T16:25:21.624Z]	<manu>	heathervescent: A couple of things prepared...
[2019-04-16T16:25:34.581Z]	<manu>	heathervescent: Let's recap the survey first that we covered last time.
[2019-04-16T16:26:02.734Z]	<manu>	heathervescent: I've also setup a zoom... want to be able to share my screen... after we go through survey results, we can do screen share in Zoom.
[2019-04-16T16:26:16.313Z]	<manu>	heathervescent: There are great charts, no PII, then address specific questions.
[2019-04-16T16:26:34.939Z]	<manu>	heathervescent: survey results were synthesized, digested, then we can discuss.
[2019-04-16T16:26:44.022Z]	<manu>	heathervescent: Then talk about what we want to do with the info.
[2019-04-16T16:26:58.202Z]	<manu>	heathervescent: high points again... Karn, once we get to  your sections, please jump in on some of your points.
[2019-04-16T16:27:13.062Z]	<heathervescent>	Survey results: https://docs.google.com/document/d/1s15wHQEALSAQ3JUUScGGii3re2mJxGcQgIeSk1nHh5U/edit
[2019-04-16T16:27:18.352Z]	<manu>	heathervescent: Let us get through presenting information before you queue up, please take notes then ask questions when we open it up.
[2019-04-16T16:27:55.942Z]	<manu>	heathervescent: We are not looking for comments on the document... questions wrt "I want to know more information, etc."... no need to edit the document, we're not doing a revision of it, anything we do going forward will be a separate things.
[2019-04-16T16:28:39.200Z]	<manu>	heathervescent: also, don't shoot the messenger, this is our analysis of survey data, if you want a PII-cleaned doc, happy to give anyone else that wants to do analysis that information, but please if you do, turn it around in a timely manner.
[2019-04-16T16:28:45.559Z]	<manu>	heathervescent: Key points...
[2019-04-16T16:29:09.029Z]	<manu>	heathervescent: Don't take these comments as good/bad - it's just information, and what we want to do with it.
[2019-04-16T16:29:48.380Z]	<manu>	heathervescent: This is meant to make us more conscious of how we proceed. I do have some concerns wrt. how the group runs, but it also has been successful in getting a number of important things done.
[2019-04-16T16:30:01.311Z]	<manu>	heathervescent: After a survey, you tend to go to some sort of strategic plan...
[2019-04-16T16:30:31.444Z]	<manu>	heathervescent: so, inclusion, diversity, W3C - W3C tends to focus on technical activities... use cases have been worked on...
[2019-04-16T16:30:55.840Z]	<manu>	heathervescent: we seem to be very focused in North America and those groups drive the standards, difficult to attend calls in non-North American locations.
[2019-04-16T16:31:08.420Z]	<manu>	heathervescent: That means it's difficult to influence the standards if you're not in North America.
[2019-04-16T16:31:30.232Z]	<manu>	hvescThe Core Group knows how to make things happen, but there is a larger group around that is not as clear wrt. how to make things work/go forward.
[2019-04-16T16:31:50.389Z]	<manu>	heathervescent: People exist that want to help w/ the work, but are unable to do so.
[2019-04-16T16:31:54.420Z]	<burn>	present+
[2019-04-16T16:32:23.583Z]	<chrisboscolo>	present+
[2019-04-16T16:32:43.460Z]	<manu>	heathervescent: There is a set of people that know how the process works, but a larger group that is unsure.
[2019-04-16T16:33:47.920Z]	<manu>	heathervescent: This group does a lot of stuff, but the roadmap is not clear - it's not clear where consensus is in some areas... what work should be done in 2019... some stuff is clear like DID spec and DID WG... universal resolver, etc... but there is a long tail of a lot of other things, some get done, some don't... checking in w/ a lot of different things we're doing.
