[2021-11-22T15:58:56.325Z]	<Stuart_Freeman>	present+
[2021-11-22T15:58:56.326Z]	<Kerri_Lemoie> agenda: https://lists.w3.org/Archives/Public/public-vc-edu/2021Nov/0041.html
[2021-11-22T15:58:56.327Z]	<Kerri_Lemoie>	present+
[2021-11-22T15:59:00.477Z]	<Uli_GallersdÃķrfer_(TUM)>	present+
[2021-11-22T15:59:06.493Z]	<Ed_Comer>	present+
[2021-11-22T15:59:13.748Z]	<Kerri_Lemoie>	chair: Kerri_Lemoie
[2021-11-22T16:00:18.549Z]	<Simone>	present+
[2021-11-22T16:00:57.488Z]	<Sharon_Leu>	present+
[2021-11-22T16:01:49.951Z]	<Marty_Reed>	present+
[2021-11-22T16:02:07.650Z]	<Colin_(LEF)>	present+
[2021-11-22T16:02:19.218Z]	<Sheryl>	present+
[2021-11-22T16:02:28.378Z]	<Deb_Everhart>	present+
[2021-11-22T16:02:33.936Z]	<Dmitri_Z>	present+
[2021-11-22T16:02:41.358Z]	<John_Kuo>	present+
[2021-11-22T16:02:42.519Z]	<Kayode_Ezike>	present+
[2021-11-22T16:04:27.007Z]	<Kerri_Lemoie>	https://www.w3.org/community/credentials/join
[2021-11-22T16:04:37.341Z]	<Kerri_Lemoie>	https://www.w3.org/accounts/request
[2021-11-22T16:04:47.362Z]	<Kerri_Lemoie>	https://www.w3.org/community/about/agreements/cla/
[2021-11-22T16:04:51.944Z]	<Heather_Vescent>	present+
[2021-11-22T16:05:04.841Z]	<Kerri_Lemoie>	https://w3c-ccg.github.io/meetings/
[2021-11-22T16:05:24.864Z]	<Kerri_Lemoie>	q+
[2021-11-22T16:05:27.868Z]	<Kerri_Lemoie>	q-
[2021-11-22T16:05:39.305Z]	<Kerri_Lemoie>	q+ this is my topic
[2021-11-22T16:05:42.116Z]	<Kerri_Lemoie>	q-
[2021-11-22T16:05:43.570Z]	<Matt_Lisle>	present+
[2021-11-22T16:06:47.936Z]	<Heather_Vescent>	scribe+
[2021-11-22T16:07:00.634Z]	<Kerri_Lemoie>	scribe: Heather_Vescent
[2021-11-22T16:07:09.483Z]	<Heather_Vescent>	Topic: Introductions
[2021-11-22T16:07:27.062Z]	<Heather_Vescent>	Topic: Announcements & Reminders
[2021-11-22T16:07:31.292Z]	<Phil_Barker>	present+
[2021-11-22T16:07:53.811Z]	<David_Ward>	present+
[2021-11-22T16:08:00.220Z]	<Heather_Vescent>	Kerri: No meeting next week. On Dec 7, VC-EDU is going to be featured on the main CCG call.
[2021-11-22T16:08:08.953Z]	<Frank_Cicio>	present+
[2021-11-22T16:08:19.574Z]	<Heather_Vescent>	... want to include anything? Get in touch with Kerri.
[2021-11-22T16:08:39.231Z]	<Heather_Vescent>	Topic: VC-EDU Co-Chair Candidates
[2021-11-22T16:09:04.484Z]	<Heather_Vescent>	Kerri: Going to meet the candidates. We have 2 open co-chair positions and 4 candidates.
[2021-11-22T16:09:11.234Z]	<Taylor>	present+
[2021-11-22T16:09:13.404Z]	<Heather_Vescent>	... First up, Frank.
[2021-11-22T16:10:32.738Z]	<Heather_Vescent>	Frank Cicio: founding a company to solve the technology skills gap the past 10 years. It's important to solve these challenges with technology, but there is more... content, ecosystems, partners, many dimensions of importance and use cases.
[2021-11-22T16:12:33.084Z]	<Heather_Vescent>	... taxonomy is core between the learning institutions and the learner to create an environment where everyone can speak to the same language. I have volunteered a lot of time around addressing this. For example, in cybersecurity, working with the NICE framework. I have co-chaired the taxonomy group focused on leveraging the NICE framework to apply to the private sector, previously created for public sector.  To extend the government framework to the private sector.
[2021-11-22T16:13:12.919Z]	<Heather_Vescent>	...involved in OSN, national student clearing house, involved in governance and policy work groups for OSN and IEEE.
[2021-11-22T16:13:31.947Z]	<Heather_Vescent>	...thought that I could add some value here.
[2021-11-22T16:14:09.484Z]	<Heather_Vescent>	Next Simone Ravaioli.
[2021-11-22T16:15:26.034Z]	<Heather_Vescent>	Simone Ravaioli: work for digitary, in credentials. Based in europe but work over the world. Have always contributed to standards. My core focus is that this is a vibrant and diverse ecosystem and keep the work connected to work being done elsewhere. To get to an adoption stage/interoperability, you have to recogonize the work of others and work together.
[2021-11-22T16:16:21.976Z]	<Heather_Vescent>	...taking advantage of work elsewhere, other specs. In VCs there is a web of work. Recpgpnize the objective is adoption. I would like to see the standards around learner records get into the mainstream.
[2021-11-22T16:17:23.436Z]	<Heather_Vescent>	...what's happening outside of VC-EDU, in Canada, new spec around new credentials. In Europe, the SEN, is hosting a plenary session to kick off tech work from 10 years ago. I want to bring these connections into this work group to solve the problems on a global level.
[2021-11-22T16:17:31.492Z]	<Heather_Vescent>	Next: Dmitri
[2021-11-22T16:18:27.825Z]	<Heather_Vescent>	Dmitri Z: software eng in VC-EDU. Got involved working with Kim Hamilton Duffy. Helped her draw up the architecture for MIT learner credential wallet.
[2021-11-22T16:19:07.488Z]	<Heather_Vescent>	...I bring low level implemention, but also a high level strategic overview. I have built a lot of libraries the credentials are using, mini-did resolvers, did-key, did-web, member of the did working group.
[2021-11-22T16:19:35.907Z]	<Heather_Vescent>	...the other focus is about reaching out and building bridges between other groups. Active in CCG, active in DIF, secure data storage, openid foundation, IETF, IEEE and similar groups.
[2021-11-22T16:19:56.675Z]	<Heather_Vescent>	...my day to day work, involves a lot of listening and understanding and hands on implementation. I've enjoyed this group and want to help.
[2021-11-22T16:20:00.992Z]	<Heather_Vescent>	Next: Colin
[2021-11-22T16:21:27.347Z]	<Heather_Vescent>	Colin (LEF): My career as a teacher and tech integrator. Started getting involved with Learning Economy a couple years ago. Out of curiosity, got involved in the digital world for education, open badges, mozilla. Tried to build badges for my 1st grade students.
[2021-11-22T16:22:30.835Z]	<Heather_Vescent>	...have been secretary of the IEEE and OSN to facilitate. Want to contribute back to this community and want to continue to partner with this community to bridge the gap between the silos in this space.
[2021-11-22T16:23:03.049Z]	<Heather_Vescent>	...this is a great middle ground to partner with these communities. To bring implementation and practical use cases to our learners. Thank you.
[2021-11-22T16:23:27.025Z]	<Kerri_Lemoie>	https://docs.google.com/document/d/11I96C6QMzx9Yv0mvM3hAnc3jB5ER69qmzQTeY1a8M8s/edit
[2021-11-22T16:23:48.879Z]	<Heather_Vescent>	q+
[2021-11-22T16:24:02.017Z]	<Marty_Reed>	q+
[2021-11-22T16:24:11.731Z]	<Kerri_Lemoie>	ack Heather_Vescent
[2021-11-22T16:25:18.300Z]	<Matthias_Gottlieb>	present+
[2021-11-22T16:27:20.076Z]	<Heather_Vescent>	Frank: great question, the biggest challenge is mapping competencies to skills and courses. Biggest challenge to post secondary education. The biggest issue we saw, was the schools to translate my course into compentecy.  Create a simple way to do this, and go to the faculty. And use ML to simplify this. Triangulate three course sources. The ONET and NICE frameworks, and industry has a handle on taxonomy, the high schools have a good handle. The combination of the high school market and the enterprise market, we can come up with a way for the secondary market understand what skills they have that map to their courses and populate these open frameworks to finetune over time.
[2021-11-22T16:29:21.824Z]	<Heather_Vescent>	Simone: VCs is a fit for current web 3.0 circumstance. The key challenge is to avoid leaving anyone behind. VCs need to be able to work with what is available today. Open badges have started on this journey. But when we build the future of VCs, we anchor and build the bridge with technologies from a different era. The other piece is, introducing verifiable layer that doesn't compromise user experience.
[2021-11-22T16:30:48.403Z]	<Heather_Vescent>	Dmitri: There are a lot of technical challenges in the EDU space, key recovery, tech interop, the biggest challenge we (unfortunately) face is social. The question of trust, trust frameworks that verify the verifiers. The challenge is interop on the strategy level, coalition building. We agree on the envelope, but what goes inside the envelope crosses many boundaries - to make sure we recogonize each others credentials.
[2021-11-22T16:30:58.487Z]	<Kerri_Lemoie>	q?
[2021-11-22T16:31:34.421Z]	<Sharon_Leu>	q=
[2021-11-22T16:31:42.081Z]	<Sharon_Leu>	q+
[2021-11-22T16:32:20.761Z]	<Heather_Vescent>	Colin: It's 2 things: alignment and agreement from institutions is challenging and adoption. Getting universities and schools to agree on core language. The other part is adoption and making sure the EDU tag doesn't fall into a churn and burn of new idea/innovation/pilot and three years later its gone. For the EDU world to play with the VC world, it needs to happen in the same pace.
[2021-11-22T16:32:40.598Z]	<Kerri_Lemoie>	ack Marty_Reed
[2021-11-22T16:33:27.611Z]	<Heather_Vescent>	Marty: A lot of the credential work in the education system is converging here. How do you think about the intersection of the other standards body work.
[2021-11-22T16:34:21.355Z]	<Heather_Vescent>	...tons of standards bodies doing a lot of work. and they seem to be intersecting in the education world. How do we promote or drive that forward.
[2021-11-22T16:35:28.115Z]	<Philipp_(MIT)>	present+
[2021-11-22T16:35:45.974Z]	<Kerri_Lemoie>	q?
