[Tue 11:06:38] <manu>	Agenda: https://lists.w3.org/Archives/Public/public-webpayments-ig/2016Apr/0006.html
[Tue 11:06:47] *	dlongley not sure if we're capturing that in an issue yet
[Tue 11:06:53] <dlongley>	scribe: dlongley
[Tue 11:07:00] <voip-vctf>	Carla Casilli [SIP/sip2sip.info-00000020] has left the conference.
[Tue 11:07:12] <voip-vctf>	Carla Casilli [SIP/sip2sip.info-00000021] has joined the conference.
[Tue 11:07:35] <ShaneM>	present+ ShaneM
[Tue 11:07:39] <voip-vctf>	Carla Casilli [SIP/sip2sip.info-00000021] has left the conference.
[Tue 11:07:45] <voip-vctf>	Carla Casilli [SIP/sip2sip.info-00000022] has joined the conference.
[Tue 11:07:56] <dlongley>	manu: So we've had some concerning feedback on the charter and without mentioning it too specifically, we'd like to get some feedback from everyone here on that as best we can and we'll be discussing our strategy moving forward to get the charter to the next stage.
[Tue 11:08:12] <voip-vctf>	Carla Casilli [SIP/sip2sip.info-00000022] has left the conference.
[Tue 11:08:17] <voip-vctf>	Rob Trainer [SIP/108.40.126.181-00000023] has joined the conference.
[Tue 11:08:21] <dlongley>	ChristopherA: I'd like to briefly explain what the bitcoin and blockchain community are thinking about in this space.
[Tue 11:08:44] <voip-vctf>	Rob Trainer [SIP/108.40.126.181-00000023] has left the conference.
[Tue 11:08:45] <dlongley>	manu: Yes, let's do a brief intro to you and some of your background and if you can launch into who you're representing at W3C and talk about blockchain that would be great.
[Tue 11:08:53] <manu>	Topic: Introduction to Christopher Allen
[Tue 11:09:23] <voip-vctf>	Carla Casilli [SIP/sip2sip.info-00000025] has joined the conference.
[Tue 11:09:26] <voip-vctf>	19082515136 [SIP/69.65.34.216-00000024] has joined the conference.
[Tue 11:09:39] *	CarlaCasilli (~CarlaCasilli@public.cloak) has joined #vctf

[Tue 11:09:58] <dlongley>	ChristopherA: My name is Christopher Allen, probably best known for leading the IETF effort to make SSL and TLS 1.0 a standard. That was a 4-5 year process to get through and today is largest deployed security standard in the world. Involved in a lot of different things, smart contracts, CTO of Certicom, mobile dev, all kinds of interesting things. Most recently in the last two years, I've been involved in the bitcoin/blockchain area.
[Tue 11:10:01] <manu>	voip: 024 is EricKorb-BillDeLorenzo
[Tue 11:10:01] <voip-vctf>	Associated EricKorb-BillDeLorenzo with SIP/69.65.34.216-00000024.
[Tue 11:10:09] <manu>	Topic: Blockchain Interest in Identity Credentials
[Tue 11:11:29] <manu>	http://id2020summit.org/
[Tue 11:11:49] <dlongley>	ChristopherA: I've been hired by Blockstream to lead their standards efforts and to do research into specific initiatives. One of them is to work on decentralized ID. For the past year I've been working on XDI which is an OASIS standard, making it a decentralized protocol rather than centralized. We produced a strawman last Oct and moving forward. They presented their ideas to get a SBIR grant. DB has also submitted research proposals and they also won an SBIR and I'm helping with that as well. At UN I'm working on self-sovereign identity ... around issues human rights, refugees, digital identity. I'm very passionate about decentralized identity and I don't know how to do it without blockchain technologies.
[Tue 11:11:51] *	jasonweaver (~jasonweaver@public.cloak) has joined #vctf
[Tue 11:11:57] *	Rob (~rtrainer@public.cloak) has joined #vctf
[Tue 11:12:01] *	rtrainer has quit (Client closed connection)
[Tue 11:12:04] *	Rob is now known as rtrainer
[Tue 11:12:32] <voip-vctf>	14103039303 [SIP/69.65.34.216-00000026] has joined the conference.
[Tue 11:12:50] <voip-vctf>	Shane McCarron [SIP/Callcentric.com-00000019] has left the conference.
[Tue 11:12:55] <manu>	voip: 026 is RobTrainer
[Tue 11:12:55] <voip-vctf>	Associated RobTrainer with SIP/69.65.34.216-00000026.
[Tue 11:13:14] <manu>	https://github.com/bitcoin/bips/blob/master/bip-0070.mediawiki
[Tue 11:13:15] <voip-vctf>	Shane McCarron [SIP/Callcentric.com-00000027] has joined the conference.
[Tue 11:13:27] <manu>	https://github.com/bitcoin/bips/blob/master/bip-0075.mediawiki
[Tue 11:13:39] *	BillDeL (~chatzilla@public.cloak) has joined #vctf
[Tue 11:13:42] <voip-vctf>	Shane McCarron [SIP/Callcentric.com-00000027] has left the conference.
[Tue 11:13:48] <voip-vctf>	Shane McCarron [SIP/Callcentric.com-00000028] has joined the conference.
[Tue 11:14:15] *	ShaneM phone went insane (again)
[Tue 11:14:15] <voip-vctf>	Shane McCarron [SIP/Callcentric.com-00000028] has left the conference.
