[Tue 11:06:19] <manu>	scribe: dlongley
[Tue 11:06:25] <manu>	Agenda: https://lists.w3.org/Archives/Public/public-credentials/2015Nov/0076.html
[Tue 11:06:50] *	JohnTib (~textual@74-95-0-173-SFBA.hfc.comcastbusiness.net) has joined #credentials
[Tue 11:06:59] *	bsletten (4c0e7b79@gateway/web/freenode/ip.76.14.123.121) has joined #credentials
[Tue 11:07:00] <voip-cr>	12027018067 [SIP/69.71.222.196-0000032b] has joined the conference.
[Tue 11:07:01] <dlongley>	manu: Any updates/additions to the agenda?
[Tue 11:07:16] <manu>	voip: 32b is DebEverhart
[Tue 11:07:17] <voip-cr>	Associated DebEverhart with SIP/69.71.222.196-0000032b.
[Tue 11:07:23] <dlongley>	none
[Tue 11:07:26] <manu>	Topic: Introduction to Dan Burnett
[Tue 11:07:31] *	Deb (6c2d35b2@gateway/web/freenode/ip.108.45.53.178) has joined #credentials
[Tue 11:07:55] *	Deb is now known as Guest71198
[Tue 11:09:00] <voip-cr>	Matthew Collier [SIP/6008-0000032c] has joined the conference.
[Tue 11:09:01] *	SunnyL (2d30124e@gateway/web/freenode/ip.45.48.18.78) has joined #credentials
[Tue 11:09:02] <dlongley>	burn: Hi, everyone. I have a background background in speech recognition and have worked for a number of companies such as Nuance. I started working with W3C in '99 on voice XML, the standards related to it, etc. I've been doing work at W3C and IETF for a number of years now. Most recently I've been working on WebRTC where I'm one of the spec editors for the two primary specs. That's for my company, this group I'm personally interested in. I first heard about it a year ago. Just listening in I thought it was interesting and didn't have a chance to follow it. I'm independent now, I do my WebRTC work for a company but my participating here is as personal.
[Tue 11:09:04] <voip-cr>	Sunny Lee [SIP/45.48.18.78-0000032d] has joined the conference.
[Tue 11:09:17] *	sterns I'm here if you would like me to scribe
[Tue 11:09:21] <dlongley>	burn: I'll set up a separate individual account with W3C in the future and join that way. Thank you to all of you, this is great work that the world really needs.
[Tue 11:09:36] <dlongley>	Manu: Thanks for joining us!
[Tue 11:09:44] <manu>	scribe: bsletten 
[Tue 11:09:52] *	dlongley thanks, brian!
[Tue 11:09:56] <manu>	Topic: WPIG / Verifiable Claims After Action Review
[Tue 11:10:04] <manu>	scribe: bsletten
[Tue 11:10:04] <manu>	https://www.w3.org/Payments/IG/wiki/Main_Page/ProposalsQ42015/VerifiableClaimsTaskForce
[Tue 11:10:26] *	CarlaCasilli (47a5b7b2@gateway/web/freenode/ip.71.165.183.178) has joined #credentials
[Tue 11:11:30] <voip-cr>	13103063128 [SIP/69.71.222.196-0000032e] has joined the conference.
[Tue 11:11:45] <bsletten>	Manu: We had a proposal that we ran through the WP IG and W3C staff and a bunch of external companies not in this group to discuss creating a Task Force to see if they should pursue a group on Credentials, Verifiable Claims, etc. The conversation was yesterday and it went very well. We made the proposal to be aligned with the W3C's expectations about the work (it is modular and broken down). It showed interest from a lots of gr
[Tue 11:13:21] <bsletten>	Manu: went well. We don't have a Task Force yet, but we are close. There were discussions about what should be in scope. There was an agreement on the end of the call to have an open discuss next Tuesday to discuss the problem statement in more depth. Everyone on this call is invited. Once we have the problem statement crisp, we will pull people who have expressed concern in and document their thoughts. If we are successful in 
