[Tue 12:01:59] <manu>	scribe: Lionel
[Tue 12:02:01] <ChristopherA>	Agenda: https://lists.w3.org/Archives/Public/public-credentials/2017Sep/0098.html
[Tue 12:02:09] <manu>	voip: 3b6 is Gropper
[Tue 12:02:09] <voip-ccg>	Associated Gropper with SIP/6002-000003b6.
[Tue 12:02:15] <ChristopherA>	https://w3c-ccg.github.io/meetings/2017-09-12/
[Tue 12:02:17] <manu>	voip: 3b6 is AdrianGropper
[Tue 12:02:17] <voip-ccg>	Associated AdrianGropper with SIP/6002-000003b6.
[Tue 12:02:23] <voip-ccg>	Global Identity Foundation [SIP/78.147.230.115-000003b8] has joined the conference.
[Tue 12:02:26] <voip-ccg>	13125222321 [SIP/69.65.34.216-000003b7] has joined the conference.
[Tue 12:02:29] <manu>	voip: connections?
[Tue 12:02:29] <voip-ccg>	Conference participants are: AndrewHughes [SIP/69.65.34.216-000003ab], 12166186275 [SIP/69.65.34.216-000003ac], ChristopherA [SIP/10.0.1.4-000003ad], David I. Lehn [SIP/6003-000003ae], 14155694979 [SIP/69.65.34.216-000003af], Manu Sporny [SIP/6000-000003b3], 18013765464 [SIP/69.65.34.216-000003b1], 972545664271 [SIP/69.65.34.216-000003b2], kimhd [SIP/192.168.1.7-000003b4], 12066188530 [SIP/69.65.34.216-000003b0], 16179245273
[Tue 12:02:29] <voip-ccg>	[SIP/69.65.34.216-000003b5], AdrianGropper [SIP/6002-000003b6], Global Identity Foundation [SIP/78.147.230.115-000003b8], 13125222321 [SIP/69.65.34.216-000003b7].
[Tue 12:02:57] <voip-ccg>	12017486884 [SIP/69.65.34.216-000003b9] has joined the conference.
[Tue 12:03:00] <manu>	voip: 3bb is AdrianGropper
[Tue 12:03:00] <voip-ccg>	Failed to associate "3bb"; unrecognized channel.
[Tue 12:03:17] <Drummond>	voip: 3b0 is Drummond
[Tue 12:03:17] <voip-ccg>	Associated Drummond with SIP/69.65.34.216-000003b0.
[Tue 12:03:18] <manu>	voip: 3b5 is AdrianGropper
[Tue 12:03:18] <voip-ccg>	Associated AdrianGropper with SIP/69.65.34.216-000003b5.
[Tue 12:03:23] *	tzviya (~uid169503@public.cloak) has joined #ccg
[Tue 12:03:43] <kimhd>	voip: 3af is MosesM
[Tue 12:03:43] <voip-ccg>	Associated MosesM with SIP/69.65.34.216-000003af.
[Tue 12:04:00] <dlongley>	voip-ccg: connections?
[Tue 12:04:00] <voip-ccg>	Conference participants are: AndrewHughes [SIP/69.65.34.216-000003ab], 12166186275 [SIP/69.65.34.216-000003ac], ChristopherA [SIP/10.0.1.4-000003ad], David I. Lehn [SIP/6003-000003ae], MosesM [SIP/69.65.34.216-000003af], Manu Sporny [SIP/6000-000003b3], 18013765464 [SIP/69.65.34.216-000003b1], 972545664271 [SIP/69.65.34.216-000003b2], kimhd [SIP/192.168.1.7-000003b4], Drummond [SIP/69.65.34.216-000003b0], AdrianGropper [SIP/69.65.34.216-000003b5],
[Tue 12:04:00] <voip-ccg>	AdrianGropper [SIP/6002-000003b6], Global Identity Foundation [SIP/78.147.230.115-000003b8], 13125222321 [SIP/69.65.34.216-000003b7], 12017486884 [SIP/69.65.34.216-000003b9].
[Tue 12:04:56] <manu>	Topic: Introductions
[Tue 12:04:00] <Lionel>	ChristopherA: Introductions, is anybody new?
[Tue 12:04:14] <tzviya>	present+ Tzviya
[Tue 12:04:46] <Lionel>	Bradford: Hi, Susan Bradford with Evernym, I'm doing project management stuff for the DID Specification.
[Tue 12:05:10] <Lionel>	Tzviya: Hi, my name is Tzviya Siegman, I do a lot of Digital Publishing work at W3C and work for Wiley Publishing. Here to learn and apply the work being done here at RA21 and Wiley. Our current focus is on solving the NASCAR problem for institutions and libraries
[Tue 12:05:56] <voip-ccg>	14153505140 [SIP/69.65.34.216-000003ba] has joined the conference.
[Tue 12:06:00] *	manu this is Gropper
[Tue 12:06:03] <voip-ccg>	16789329012 [SIP/69.65.34.216-000003bb] has joined the conference.
[Tue 12:06:04] *	kimhd sorry David, just saw that
[Tue 12:06:12] <burn>	voip: 3bb is Dan_Burnett
[Tue 12:06:12] <voip-ccg>	Associated Dan_Burnett with SIP/69.65.34.216-000003bb.
[Tue 12:06:14] <voip-ccg>	Adam Lake [SIP/Adam-000003bc] has joined the conference.
[Tue 12:06:17] <kimhd>	voip: 3ac is dlongley
[Tue 12:06:17] <voip-ccg>	Associated dlongley with SIP/69.65.34.216-000003ac.
[Tue 12:06:20] <Lionel>	Gropper: Hi Adrian Gropper, I'm a CTO; working for years on these issues in the healthcare space.
[Tue 12:06:35] <dlongley>	voip-ccg: 3ac is AdamSobieksi
[Tue 12:06:35] <voip-ccg>	Associated AdamSobieksi with SIP/69.65.34.216-000003ac.
[Tue 12:06:37] <Lionel>	Gropper: implemented an identity container concept which has a self-sovereign authorization server
[Tue 12:06:50] <Lionel>	Gropper: see advanced reading materials
[Tue 12:06:59] <kimhd>	voip: connections?
[Tue 12:06:59] <voip-ccg>	Conference participants are: AndrewHughes [SIP/69.65.34.216-000003ab], AdamSobieksi [SIP/69.65.34.216-000003ac], ChristopherA [SIP/10.0.1.4-000003ad], David I. Lehn [SIP/6003-000003ae], MosesM [SIP/69.65.34.216-000003af], Manu Sporny [SIP/6000-000003b3], 18013765464 [SIP/69.65.34.216-000003b1], 972545664271 [SIP/69.65.34.216-000003b2], kimhd [SIP/192.168.1.7-000003b4], Drummond [SIP/69.65.34.216-000003b0], AdrianGropper [SIP/69.65.34.216-000003b5],
