[2023-01-10T18:31:11.785Z]	<Orie>	present+
[2023-01-10T18:31:11.786Z]	<nis>	present+
[2023-01-10T18:31:11.787Z]	<Paul_Dietrich_GS1>	present+
[2023-01-10T18:31:33.617Z]	<Ben_-_Transmute>	present+
[2023-01-10T18:31:48.856Z]	<Mahmoud>	present+
[2023-01-10T18:31:58.445Z]	<Paul_Dietrich_GS1>	present+
[2023-01-10T18:32:09.564Z]	<Chris_Abernethy>	present+
[2023-01-10T18:33:10.979Z]	<Chris_Abernethy>	Agenda: https://lists.w3.org/Archives/Public/public-credentials/2023Jan/0022.html
[2023-01-10T18:33:46.308Z]	<Mahmoud>	scribe+
[2023-01-10T18:34:12.190Z]	<Transcriber>	scribe+
[2023-01-10T18:34:12.190Z]	<Transcriber>	Meeting: traceability
[2023-01-10T18:34:28.295Z]	<Mahmoud>	scribe+
[2023-01-10T18:34:39.434Z]	<Mahmoud>	Nis: Welcome everyone and IPR Note.
[2023-01-10T18:34:49.480Z]	<Mahmoud>	topic: interop week
[2023-01-10T18:36:22.435Z]	<Mahmoud>	Nis: Announcement of 4 week of calls, break due to CBP, this does not preclude our normal merging work etc. Proposal to block until feb 14
[2023-01-10T18:36:35.465Z]	<Mahmoud>	Orie: starting 14, we would alternat evocab/interop calls
[2023-01-10T18:37:30.905Z]	<Chris_Abernethy>	Action: issue correction to mailing list to change next meeting date to 21 Feb
[2023-01-10T18:37:34.357Z]	<Mahmoud>	Mahmoud: 14 has VCWG in person, lets do it on 21.
[2023-01-10T18:37:51.596Z]	<Mahmoud>	Orie: consesnsus to push it to 21st, we should send out announcement on the list.
[2023-01-10T18:38:47.356Z]	<nis>	https://github.com/w3c-ccg/traceability-interop/pulls
[2023-01-10T18:38:49.235Z]	<Mahmoud>	Mahmoud: we should also update the CCG calendar invite, will ping mike
[2023-01-10T18:39:01.978Z]	<Mahmoud>	q+
[2023-01-10T18:39:40.312Z]	<nis>	ack Mahmoud
[2023-01-10T18:40:01.590Z]	<Mahmoud>	Mahmoud: I merged a typo fix, it was editorial only.
[2023-01-10T18:40:04.734Z]	<nis>	https://github.com/w3c-ccg/traceability-vocab/pulls
[2023-01-10T18:40:09.996Z]	<Mahmoud>	Topic: Vocab PRs
[2023-01-10T18:40:15.557Z]	<nis>	https://github.com/w3c-ccg/traceability-vocab/pull/682
[2023-01-10T18:41:28.954Z]	<nis>	https://github.com/w3c-ccg/traceability-vocab/pull/683
[2023-01-10T18:41:40.746Z]	<Mahmoud>	Nis: 682, plenty of approvals no issues, merging
[2023-01-10T18:41:55.591Z]	<TallTed_//_Ted_Thibodeau_(he/him)_(OpenLinkSw.com)>	present+
[2023-01-10T18:42:05.451Z]	<Mahmoud>	Nis: 683, Fixed all of issue  574, no objections, will merge
[2023-01-10T18:42:15.889Z]	<nis>	https://github.com/w3c-ccg/traceability-vocab/pull/684
[2023-01-10T18:43:13.509Z]	<nis>	https://github.com/w3c-ccg/traceability-vocab/pull/685
[2023-01-10T18:43:21.810Z]	<Mahmoud>	No objections on 684, all approvals merging
[2023-01-10T18:43:47.539Z]	<Mahmoud>	Nis: 685 Invoice/PO narrowing of organization.
[2023-01-10T18:44:07.154Z]	<nis>	https://github.com/w3c-ccg/traceability-vocab/pull/686
[2023-01-10T18:44:19.248Z]	<TallTed_//_Ted_Thibodeau_(he/him)_(OpenLinkSw.com)>	present+
[2023-01-10T18:45:01.677Z]	<Mahmoud>	Orie: I reviewed this, it just removes erroneous usage of @types, alters RDF graph to not include type info.
[2023-01-10T18:45:57.532Z]	<Chris_Abernethy>	q+
[2023-01-10T18:46:06.405Z]	<Mahmoud>	Orie: If you're using Identifiers from schema.org they ahve their own opinions, this appears to just be removing inconsistencies.
[2023-01-10T18:46:16.285Z]	<nis>	ack Chris
[2023-01-10T18:46:40.979Z]	<Mahmoud>	Chris Abernethy: Russel removed the incorrect usage, leaves the correct implementation to future PRs.
[2023-01-10T18:46:48.391Z]	<Mahmoud>	Nis: No objections, merging.
[2023-01-10T18:46:53.172Z]	<nis>	https://github.com/w3c-ccg/traceability-vocab/pull/687
[2023-01-10T18:49:52.146Z]	<Mahmoud>	Mahmoud: 571 needs to stay open, the others can be closed.
[2023-01-10T18:50:05.198Z]	<nis>	https://github.com/w3c-ccg/traceability-vocab/issues/572
[2023-01-10T18:50:40.420Z]	<nis>	https://github.com/w3c-ccg/traceability-vocab/issues/569
[2023-01-10T18:52:09.973Z]	<Mahmoud>	Orie: we should identify on a case by case bases when adding types, to make sure we have type interop on things that we care about. In ecommerce for example, if you want the
[2023-01-10T18:53:01.310Z]	<Mahmoud>	Orie: In context of ecommerce , if you want query interop on knowledge graph then you want the context t odefine type in the same way schema.org does, so you can query the graph correctly.
[2023-01-10T18:53:07.622Z]	<nis>	https://github.com/w3c-ccg/traceability-vocab/pull/689
[2023-01-10T18:54:03.374Z]	<Mahmoud>	Mahmoud: It can wait a week, to merge as it isnt critical.
[2023-01-10T18:54:39.803Z]	<Mahmoud>	Orie: We should surface important issues on the list, but give it a week for normal reviews.
[2023-01-10T18:54:56.753Z]	<nis>	https://github.com/w3c-ccg/traceability-interop/issues?q=is%3Aissue+is%3Aopen+sort%3Aupdated-asc
[2023-01-10T18:55:01.129Z]	<Mahmoud>	Nis: 17 issues we can do this!
[2023-01-10T18:55:05.334Z]	<nis>	https://github.com/w3c-ccg/traceability-interop/issues/307
[2023-01-10T18:56:04.791Z]	<Mahmoud>	Ben: Presentation Exchagne Oauth is still a valid issue, as it does not have a readme, I will tackle it.
[2023-01-10T18:56:07.557Z]	<nis>	https://github.com/w3c-ccg/traceability-interop/issues/438
[2023-01-10T18:56:10.798Z]	<Mahmoud>	Topic: Issue Review
[2023-01-10T18:57:25.013Z]	<Mahmoud>	Orie: 438, gave a presentation of our work to OWF, Linux foundation is still sorting out their workstreams, it is looking like they are close to taking code contributions, we have heard that the VCAPI and data models associated with it, there are two members who would be interested in at a minimum. Those are Gen(Avast/Securekey) and Transmute
[2023-01-10T18:58:20.685Z]	<Mahmoud>	Orie: the Test harness may be accepted as a code contribution. When they have finished call time, we may spend some call time to discuss what moving this to the Linux foundation looks like and its benefits/drawbacks.
[2023-01-10T18:58:23.672Z]	<nis>	https://github.com/w3c-ccg/traceability-interop/issues/453
[2023-01-10T18:59:47.915Z]	<Mahmoud>	Chris Abernethy: One of mine, modifies verifiableCredential schema. right now it cannot be a string, some other implementations make it a requirement. Should be ready-for-pr
[2023-01-10T19:00:39.355Z]	<Mahmoud>	Mahmoud: to rephrase this is if a JWT was provided, then it should be a valid option.
[2023-01-10T19:00:53.017Z]	<Mahmoud>	Nis: looks like its ready for PR.
[2023-01-10T19:01:04.628Z]	<nis>	https://github.com/w3c-ccg/traceability-interop/issues/460
[2023-01-10T19:01:54.301Z]	<Mahmoud>	Chris Abernethy: this was to update respec doc to allow for updates that were done in our docs to be reflected. We should allow this to go on
[2023-01-10T19:04:20.747Z]	<Mahmoud>	Chris Abernethy: if no preferences/guidance it shoudl be good to go.
[2023-01-10T19:04:24.113Z]	<nis>	https://github.com/w3c-ccg/traceability-interop/issues/464
[2023-01-10T19:05:14.495Z]	<Mahmoud>	Nis: 646, workflow needs to be more generic rather than US oriented.
[2023-01-10T19:05:44.849Z]	<Mahmoud>	Orie: I think thats fair, we should be adding more diverse flair rather than removing existing flair.
[2023-01-10T19:07:01.111Z]	<Mahmoud>	Mahmoud: I like how concrete it currently is, we shouldn't lose that, but we should increase diversity by adding more workflows, if he is willing to help with that contribution, then it is a positive.
[2023-01-10T19:07:15.991Z]	<Mahmoud>	Nis: will assign myself and look for some suggestions.
[2023-01-10T19:07:29.892Z]	<Mahmoud>	scribe-
